action_record_id,personal_number,action_record_date,action_record_Time,aestination,transportation,departure,arrival,companion,companion_relationship,companion_count,companion_name,mask_usage,delflag,lastupdate
405,T123806,2025-07-08,17:25:00,駅,自動車,岡谷市,茅野市,TRUE,家族,2,,未着用,FALSE,2025-07-10 07:38:42
406,T123806,2025-07-09,09:01:00,飲食店,電車,岡谷市,富士見町,FALSE,友人,3,,時々着用,FALSE,2025-07-10 07:38:42
407,T123806,2025-07-10,12:01:00,飲食店,自動車,富士見町,富士見町,TRUE,家族,0,,未着用,FALSE,2025-07-10 07:38:42
408,T122504,2025-07-01,14:26:00,自宅,自転車,諏訪市,岡谷市,TRUE,,1,,時々着用,FALSE,2025-07-10 07:38:42
409,T122504,2025-07-02,09:03:00,病院,自転車,下諏訪町,茅野市,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
410,T122504,2025-07-04,15:13:00,病院,バス,下諏訪町,茅野市,TRUE,,0,田中 聡太郎,未着用,FALSE,2025-07-10 07:38:42
411,T122504,2025-07-05,17:01:00,大学,自転車,下諏訪町,下諏訪町,TRUE,,0,田中 零,時々着用,FALSE,2025-07-10 07:38:42
412,T122504,2025-07-06,14:18:00,自宅,電車,諏訪市,富士見町,TRUE,家族,0,,時々着用,FALSE,2025-07-10 07:38:42
413,T122504,2025-07-07,10:26:00,図書館,自動車,下諏訪町,諏訪市,FALSE,,3,,常に着用,FALSE,2025-07-10 07:38:42
414,T122504,2025-07-08,09:09:00,飲食店,徒歩,下諏訪町,下諏訪町,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
415,T122504,2025-07-10,10:21:00,自宅,バス,下諏訪町,下諏訪町,TRUE,,3,,時々着用,FALSE,2025-07-10 07:38:42
416,92593,2025-07-01,14:44:00,駅,自動車,諏訪市,下諏訪町,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
417,92593,2025-07-02,10:06:00,コンビニ,自動車,諏訪市,茅野市,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
418,92593,2025-07-03,17:04:00,図書館,徒歩,岡谷市,茅野市,TRUE,,3,,時々着用,FALSE,2025-07-10 07:38:42
419,92593,2025-07-04,16:23:00,飲食店,徒歩,岡谷市,下諏訪町,TRUE,家族,1,佐藤 英樹,常に着用,FALSE,2025-07-10 07:38:42
420,92593,2025-07-05,12:52:00,図書館,自転車,岡谷市,諏訪市,TRUE,,0,中村 花子,時々着用,FALSE,2025-07-10 07:38:42
421,92593,2025-07-06,08:59:00,駅,バス,諏訪市,岡谷市,TRUE,家族,1,藤田 幹,常に着用,FALSE,2025-07-10 07:38:42
422,92593,2025-07-07,18:00:00,図書館,バス,富士見町,富士見町,FALSE,,2,,常に着用,FALSE,2025-07-10 07:38:42
423,92593,2025-07-08,14:57:00,コンビニ,自転車,諏訪市,岡谷市,TRUE,同僚,2,,未着用,FALSE,2025-07-10 07:38:42
424,92593,2025-07-09,10:25:00,駅,自動車,茅野市,茅野市,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
425,92593,2025-07-10,10:51:00,大学,徒歩,下諏訪町,岡谷市,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
426,T122656,2025-07-01,16:42:00,駅,徒歩,茅野市,富士見町,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
427,T122656,2025-07-02,12:46:00,病院,自転車,富士見町,富士見町,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
428,T122656,2025-07-03,12:11:00,コンビニ,電車,岡谷市,茅野市,FALSE,,3,佐々木 千代,常に着用,FALSE,2025-07-10 07:38:42
429,T122656,2025-07-04,08:04:00,大学,自転車,下諏訪町,富士見町,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
430,T122656,2025-07-05,15:35:00,コンビニ,徒歩,岡谷市,下諏訪町,FALSE,友人,2,,時々着用,FALSE,2025-07-10 07:38:42
431,T122656,2025-07-06,08:20:00,飲食店,電車,岡谷市,茅野市,TRUE,,0,渡辺 学,時々着用,FALSE,2025-07-10 07:38:42
432,T122656,2025-07-08,16:24:00,コンビニ,自動車,茅野市,諏訪市,TRUE,,2,,時々着用,FALSE,2025-07-10 07:38:42
433,T122656,2025-07-09,11:18:00,コンビニ,自動車,富士見町,富士見町,TRUE,同僚,0,中村 結衣,未着用,FALSE,2025-07-10 07:38:42
434,T124276,2025-07-02,12:40:00,図書館,徒歩,富士見町,富士見町,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
435,T124276,2025-07-03,13:30:00,病院,バス,岡谷市,諏訪市,FALSE,友人,0,佐藤 治,時々着用,FALSE,2025-07-10 07:38:42
436,T124276,2025-07-05,13:23:00,大学,バス,茅野市,岡谷市,TRUE,,0,山下 直人,未着用,FALSE,2025-07-10 07:38:42
437,T124276,2025-07-06,09:16:00,図書館,自転車,茅野市,岡谷市,FALSE,友人,2,,未着用,FALSE,2025-07-10 07:38:42
438,T124276,2025-07-07,13:42:00,飲食店,電車,茅野市,諏訪市,FALSE,家族,0,,未着用,FALSE,2025-07-10 07:38:42
439,T124276,2025-07-08,09:14:00,飲食店,自動車,富士見町,下諏訪町,TRUE,,1,,時々着用,FALSE,2025-07-10 07:38:42
440,T124276,2025-07-09,09:06:00,飲食店,自転車,諏訪市,下諏訪町,TRUE,,3,田中 拓真,常に着用,FALSE,2025-07-10 07:38:42
441,T124276,2025-07-10,14:30:00,病院,徒歩,富士見町,下諏訪町,TRUE,,2,,未着用,FALSE,2025-07-10 07:38:42
442,T124283,2025-07-01,13:47:00,コンビニ,徒歩,下諏訪町,富士見町,FALSE,,3,,未着用,FALSE,2025-07-10 07:38:42
443,T124283,2025-07-02,11:18:00,自宅,自転車,富士見町,岡谷市,FALSE,,1,,常に着用,FALSE,2025-07-10 07:38:42
444,T124283,2025-07-03,17:58:00,病院,自動車,岡谷市,岡谷市,TRUE,家族,0,福田 美加子,常に着用,FALSE,2025-07-10 07:38:42
445,T124283,2025-07-04,10:28:00,大学,自転車,富士見町,富士見町,TRUE,同僚,0,,常に着用,FALSE,2025-07-10 07:38:42
446,T124283,2025-07-05,13:49:00,図書館,バス,下諏訪町,富士見町,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
447,T124283,2025-07-06,08:43:00,病院,自転車,諏訪市,茅野市,TRUE,同僚,3,,時々着用,FALSE,2025-07-10 07:38:42
448,T124283,2025-07-08,14:49:00,図書館,徒歩,岡谷市,諏訪市,TRUE,友人,2,高橋 篤司,未着用,FALSE,2025-07-10 07:38:42
449,T124283,2025-07-10,08:30:00,図書館,自転車,岡谷市,茅野市,TRUE,,3,田中 陽子,常に着用,FALSE,2025-07-10 07:38:42
450,T122386,2025-07-01,12:28:00,大学,徒歩,茅野市,下諏訪町,TRUE,同僚,1,,時々着用,FALSE,2025-07-10 07:38:42
451,T122386,2025-07-02,16:59:00,飲食店,自動車,下諏訪町,諏訪市,TRUE,同僚,0,田中 稔,時々着用,FALSE,2025-07-10 07:38:42
452,T122386,2025-07-03,13:25:00,自宅,バス,茅野市,諏訪市,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
453,T122386,2025-07-04,12:46:00,飲食店,自転車,富士見町,富士見町,FALSE,友人,0,,未着用,FALSE,2025-07-10 07:38:42
454,T122386,2025-07-05,16:40:00,病院,自動車,岡谷市,下諏訪町,FALSE,家族,0,,時々着用,FALSE,2025-07-10 07:38:42
455,T122386,2025-07-06,17:55:00,病院,自動車,諏訪市,茅野市,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
456,T122386,2025-07-07,14:26:00,自宅,自転車,岡谷市,岡谷市,TRUE,友人,3,,未着用,FALSE,2025-07-10 07:38:42
457,T122386,2025-07-08,16:44:00,自宅,電車,下諏訪町,下諏訪町,FALSE,家族,0,,時々着用,FALSE,2025-07-10 07:38:42
458,T122386,2025-07-09,15:32:00,図書館,電車,諏訪市,岡谷市,TRUE,友人,0,,常に着用,FALSE,2025-07-10 07:38:42
459,T122386,2025-07-10,14:08:00,大学,自動車,茅野市,岡谷市,TRUE,,3,,常に着用,FALSE,2025-07-10 07:38:42
460,T125479,2025-07-01,10:21:00,飲食店,自動車,岡谷市,諏訪市,FALSE,家族,0,,時々着用,FALSE,2025-07-10 07:38:42
461,T125479,2025-07-03,08:12:00,病院,自動車,茅野市,下諏訪町,TRUE,同僚,3,,未着用,FALSE,2025-07-10 07:38:42
462,T125479,2025-07-04,15:52:00,駅,徒歩,岡谷市,茅野市,FALSE,,2,,常に着用,FALSE,2025-07-10 07:38:42
463,T125479,2025-07-05,17:51:00,飲食店,自転車,岡谷市,諏訪市,FALSE,,2,,時々着用,FALSE,2025-07-10 07:38:42
464,T125479,2025-07-06,17:10:00,駅,電車,富士見町,諏訪市,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
465,T125479,2025-07-07,17:47:00,飲食店,バス,下諏訪町,茅野市,FALSE,,1,,時々着用,FALSE,2025-07-10 07:38:42
466,T125479,2025-07-08,13:11:00,大学,自転車,諏訪市,富士見町,TRUE,,1,山崎 春香,時々着用,FALSE,2025-07-10 07:38:42
467,T125479,2025-07-09,11:58:00,駅,自動車,諏訪市,下諏訪町,TRUE,友人,2,,常に着用,FALSE,2025-07-10 07:38:42
468,T125479,2025-07-10,15:08:00,病院,徒歩,下諏訪町,茅野市,TRUE,,3,,常に着用,FALSE,2025-07-10 07:38:42
469,70492,2025-07-01,13:17:00,自宅,自転車,富士見町,下諏訪町,FALSE,同僚,2,,常に着用,FALSE,2025-07-10 07:38:42
470,70492,2025-07-02,17:42:00,病院,バス,下諏訪町,富士見町,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
471,70492,2025-07-03,13:04:00,病院,自動車,茅野市,下諏訪町,TRUE,,3,鈴木 充,未着用,FALSE,2025-07-10 07:38:42
472,70492,2025-07-04,08:44:00,図書館,自転車,岡谷市,富士見町,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
473,70492,2025-07-06,17:26:00,大学,電車,諏訪市,諏訪市,FALSE,同僚,3,青木 晃,常に着用,FALSE,2025-07-10 07:38:42
474,70492,2025-07-07,15:52:00,病院,電車,下諏訪町,茅野市,FALSE,家族,1,,未着用,FALSE,2025-07-10 07:38:42
475,70492,2025-07-08,15:52:00,大学,徒歩,富士見町,茅野市,FALSE,家族,0,長谷川 充,常に着用,FALSE,2025-07-10 07:38:42
476,70492,2025-07-09,11:01:00,駅,徒歩,富士見町,下諏訪町,TRUE,友人,0,石井 幹,時々着用,FALSE,2025-07-10 07:38:42
477,70492,2025-07-10,08:35:00,コンビニ,自動車,茅野市,下諏訪町,TRUE,,2,,未着用,FALSE,2025-07-10 07:38:42
478,T125441,2025-07-01,14:26:00,飲食店,自転車,茅野市,岡谷市,TRUE,友人,1,,常に着用,FALSE,2025-07-10 07:38:42
479,T125441,2025-07-02,09:04:00,図書館,徒歩,茅野市,茅野市,TRUE,友人,0,,未着用,FALSE,2025-07-10 07:38:42
480,T125441,2025-07-03,11:32:00,自宅,バス,下諏訪町,諏訪市,TRUE,家族,1,,時々着用,FALSE,2025-07-10 07:38:42
481,T125441,2025-07-04,11:37:00,病院,自転車,諏訪市,岡谷市,FALSE,同僚,3,,常に着用,FALSE,2025-07-10 07:38:42
482,T125441,2025-07-05,17:42:00,図書館,電車,諏訪市,富士見町,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
483,T125441,2025-07-06,10:59:00,コンビニ,電車,下諏訪町,諏訪市,FALSE,,3,,未着用,FALSE,2025-07-10 07:38:42
484,T125441,2025-07-07,08:13:00,図書館,徒歩,富士見町,諏訪市,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
485,T125441,2025-07-08,16:30:00,駅,自転車,茅野市,下諏訪町,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
486,T125441,2025-07-09,13:36:00,図書館,電車,岡谷市,諏訪市,FALSE,,0,佐藤 太郎,未着用,FALSE,2025-07-10 07:38:42
487,T125441,2025-07-10,12:08:00,図書館,自動車,諏訪市,茅野市,TRUE,,0,岡本 裕樹,未着用,FALSE,2025-07-10 07:38:42
488,T124060,2025-07-01,16:23:00,大学,自転車,諏訪市,茅野市,TRUE,同僚,0,,常に着用,FALSE,2025-07-10 07:38:42
489,T124060,2025-07-02,09:20:00,病院,バス,岡谷市,茅野市,TRUE,同僚,0,,未着用,FALSE,2025-07-10 07:38:42
490,T124060,2025-07-03,11:26:00,駅,バス,諏訪市,岡谷市,FALSE,,3,,時々着用,FALSE,2025-07-10 07:38:42
491,T124060,2025-07-04,16:13:00,大学,バス,下諏訪町,諏訪市,FALSE,,0,山田 花子,時々着用,FALSE,2025-07-10 07:38:42
492,T124060,2025-07-05,15:44:00,駅,バス,富士見町,富士見町,FALSE,同僚,0,近藤 結衣,常に着用,FALSE,2025-07-10 07:38:42
493,T124060,2025-07-06,16:32:00,コンビニ,電車,下諏訪町,下諏訪町,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
494,T124060,2025-07-07,08:39:00,大学,バス,富士見町,茅野市,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
495,T124060,2025-07-08,16:20:00,コンビニ,電車,諏訪市,下諏訪町,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
496,T124060,2025-07-09,10:31:00,駅,自動車,下諏訪町,茅野市,FALSE,同僚,1,,時々着用,FALSE,2025-07-10 07:38:42
497,T124060,2025-07-10,18:00:00,大学,自動車,茅野市,下諏訪町,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
498,T124104,2025-07-01,14:31:00,自宅,電車,下諏訪町,諏訪市,TRUE,,0,中村 充,常に着用,FALSE,2025-07-10 07:38:42
499,T124104,2025-07-03,13:15:00,大学,自転車,下諏訪町,諏訪市,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
500,T124104,2025-07-04,11:00:00,駅,自転車,茅野市,茅野市,FALSE,友人,1,渡辺 翼,常に着用,FALSE,2025-07-10 07:38:42
501,T124104,2025-07-05,11:16:00,駅,バス,下諏訪町,富士見町,TRUE,,1,,時々着用,FALSE,2025-07-10 07:38:42
502,T124104,2025-07-06,08:30:00,自宅,自転車,下諏訪町,下諏訪町,TRUE,家族,0,岡田 美加子,未着用,FALSE,2025-07-10 07:38:42
503,T124104,2025-07-07,08:42:00,大学,自転車,富士見町,諏訪市,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
504,T124104,2025-07-08,13:44:00,駅,電車,岡谷市,茅野市,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
505,T124104,2025-07-10,14:51:00,コンビニ,自転車,諏訪市,富士見町,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
506,T123715,2025-07-01,16:06:00,自宅,バス,茅野市,諏訪市,FALSE,家族,0,,未着用,FALSE,2025-07-10 07:38:42
507,T123715,2025-07-02,15:34:00,図書館,自動車,下諏訪町,下諏訪町,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
508,T123715,2025-07-03,13:00:00,自宅,自転車,茅野市,富士見町,TRUE,友人,3,,時々着用,FALSE,2025-07-10 07:38:42
509,T123715,2025-07-04,15:36:00,大学,バス,富士見町,茅野市,TRUE,友人,3,伊藤 治,時々着用,FALSE,2025-07-10 07:38:42
510,T123715,2025-07-06,11:45:00,コンビニ,電車,下諏訪町,諏訪市,TRUE,,3,,常に着用,FALSE,2025-07-10 07:38:42
511,T123715,2025-07-08,09:06:00,コンビニ,電車,下諏訪町,下諏訪町,FALSE,,2,伊藤 智也,常に着用,FALSE,2025-07-10 07:38:42
512,T123715,2025-07-09,11:12:00,コンビニ,徒歩,富士見町,岡谷市,TRUE,,0,石井 結衣,常に着用,FALSE,2025-07-10 07:38:42
513,T123715,2025-07-10,11:14:00,飲食店,バス,下諏訪町,岡谷市,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
514,T123954,2025-07-01,08:09:00,自宅,バス,岡谷市,茅野市,FALSE,,0,前田 春香,時々着用,FALSE,2025-07-10 07:38:42
515,T123954,2025-07-02,08:35:00,自宅,電車,岡谷市,富士見町,TRUE,,0,林 智也,時々着用,FALSE,2025-07-10 07:38:42
516,T123954,2025-07-03,14:25:00,大学,電車,茅野市,茅野市,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
517,T123954,2025-07-04,13:06:00,飲食店,自転車,諏訪市,富士見町,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
518,T123954,2025-07-05,12:49:00,駅,自転車,富士見町,下諏訪町,TRUE,友人,0,,時々着用,FALSE,2025-07-10 07:38:42
519,T123954,2025-07-06,17:51:00,図書館,バス,下諏訪町,岡谷市,TRUE,同僚,0,小林 七夏,未着用,FALSE,2025-07-10 07:38:42
520,T123954,2025-07-08,10:31:00,病院,バス,茅野市,諏訪市,TRUE,,1,加藤 あすか,未着用,FALSE,2025-07-10 07:38:42
521,T123954,2025-07-09,15:24:00,図書館,バス,茅野市,諏訪市,TRUE,,3,,未着用,FALSE,2025-07-10 07:38:42
522,T123954,2025-07-10,09:31:00,飲食店,バス,下諏訪町,岡谷市,FALSE,友人,1,,未着用,FALSE,2025-07-10 07:38:42
523,T123888,2025-07-02,18:00:00,自宅,自動車,下諏訪町,岡谷市,TRUE,,3,,時々着用,FALSE,2025-07-10 07:38:42
524,T123888,2025-07-03,09:41:00,駅,徒歩,富士見町,茅野市,FALSE,,3,,未着用,FALSE,2025-07-10 07:38:42
525,T123888,2025-07-04,16:51:00,飲食店,自動車,富士見町,諏訪市,TRUE,,3,,常に着用,FALSE,2025-07-10 07:38:42
526,T123888,2025-07-05,13:21:00,大学,徒歩,茅野市,富士見町,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
527,T123888,2025-07-06,10:07:00,自宅,電車,岡谷市,富士見町,TRUE,友人,1,,未着用,FALSE,2025-07-10 07:38:42
528,T123888,2025-07-08,17:06:00,病院,自転車,富士見町,下諏訪町,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
529,T123888,2025-07-09,08:45:00,図書館,徒歩,茅野市,茅野市,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
530,T123888,2025-07-10,12:44:00,図書館,自動車,下諏訪町,諏訪市,FALSE,同僚,1,,未着用,FALSE,2025-07-10 07:38:42
531,T123585,2025-07-01,10:26:00,自宅,自転車,諏訪市,岡谷市,TRUE,,1,,時々着用,FALSE,2025-07-10 07:38:42
532,T123585,2025-07-02,12:13:00,大学,電車,諏訪市,富士見町,TRUE,,3,石川 京助,時々着用,FALSE,2025-07-10 07:38:42
533,T123585,2025-07-03,10:29:00,飲食店,自転車,岡谷市,諏訪市,TRUE,同僚,1,,常に着用,FALSE,2025-07-10 07:38:42
534,T123585,2025-07-04,13:13:00,自宅,バス,諏訪市,富士見町,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
535,T123585,2025-07-05,14:38:00,図書館,電車,富士見町,富士見町,FALSE,同僚,3,,常に着用,FALSE,2025-07-10 07:38:42
536,T123585,2025-07-06,10:26:00,病院,自動車,岡谷市,諏訪市,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
537,T123585,2025-07-07,14:02:00,飲食店,バス,富士見町,岡谷市,FALSE,,1,,時々着用,FALSE,2025-07-10 07:38:42
538,T123585,2025-07-08,09:32:00,コンビニ,徒歩,諏訪市,茅野市,TRUE,友人,2,,時々着用,FALSE,2025-07-10 07:38:42
539,T123585,2025-07-10,15:14:00,コンビニ,自動車,茅野市,下諏訪町,FALSE,,3,中村 修平,未着用,FALSE,2025-07-10 07:38:42
540,88574,2025-07-01,15:15:00,コンビニ,自動車,岡谷市,茅野市,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
541,88574,2025-07-03,14:15:00,飲食店,自転車,富士見町,岡谷市,TRUE,,1,,未着用,FALSE,2025-07-10 07:38:42
542,88574,2025-07-04,17:12:00,飲食店,徒歩,岡谷市,岡谷市,FALSE,同僚,3,,常に着用,FALSE,2025-07-10 07:38:42
543,88574,2025-07-08,08:36:00,病院,自動車,下諏訪町,諏訪市,FALSE,,2,阿部 裕樹,時々着用,FALSE,2025-07-10 07:38:42
544,88574,2025-07-10,14:03:00,大学,徒歩,下諏訪町,下諏訪町,TRUE,同僚,2,長谷川 稔,未着用,FALSE,2025-07-10 07:38:42
545,T123144,2025-07-01,16:01:00,病院,電車,岡谷市,岡谷市,FALSE,,2,,時々着用,FALSE,2025-07-10 07:38:42
546,T123144,2025-07-02,14:02:00,コンビニ,バス,諏訪市,岡谷市,TRUE,家族,2,,時々着用,FALSE,2025-07-10 07:38:42
547,T123144,2025-07-04,11:23:00,病院,電車,諏訪市,下諏訪町,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
548,T123144,2025-07-06,09:52:00,大学,徒歩,茅野市,茅野市,FALSE,,2,,未着用,FALSE,2025-07-10 07:38:42
549,T123144,2025-07-07,15:24:00,病院,電車,岡谷市,下諏訪町,TRUE,,0,,常に着用,FALSE,2025-07-10 07:38:42
550,T123144,2025-07-08,09:57:00,飲食店,電車,茅野市,下諏訪町,TRUE,友人,0,,常に着用,FALSE,2025-07-10 07:38:42
551,T123144,2025-07-09,10:32:00,図書館,徒歩,茅野市,下諏訪町,TRUE,同僚,0,,未着用,FALSE,2025-07-10 07:38:42
552,T123144,2025-07-10,08:52:00,病院,バス,富士見町,岡谷市,TRUE,,3,,常に着用,FALSE,2025-07-10 07:38:42
553,T123407,2025-07-01,12:35:00,駅,電車,岡谷市,下諏訪町,TRUE,友人,1,鈴木 くみ子,未着用,FALSE,2025-07-10 07:38:42
554,T123407,2025-07-02,12:52:00,病院,電車,富士見町,諏訪市,FALSE,,2,山本 里佳,未着用,FALSE,2025-07-10 07:38:42
555,T123407,2025-07-03,17:25:00,飲食店,自転車,岡谷市,岡谷市,FALSE,,2,伊藤 花子,時々着用,FALSE,2025-07-10 07:38:42
556,T123407,2025-07-04,09:48:00,図書館,自動車,諏訪市,諏訪市,TRUE,,0,太田 真綾,未着用,FALSE,2025-07-10 07:38:42
557,T123407,2025-07-05,13:08:00,コンビニ,バス,茅野市,富士見町,TRUE,同僚,3,佐藤 修平,未着用,FALSE,2025-07-10 07:38:42
558,T123407,2025-07-08,10:00:00,病院,徒歩,下諏訪町,下諏訪町,TRUE,家族,0,石井 香織,常に着用,FALSE,2025-07-10 07:38:42
559,T123407,2025-07-10,11:14:00,コンビニ,バス,下諏訪町,富士見町,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
560,T125401,2025-07-01,11:08:00,大学,自転車,富士見町,茅野市,TRUE,,0,,時々着用,FALSE,2025-07-10 07:38:42
561,T125401,2025-07-02,11:45:00,駅,電車,富士見町,諏訪市,TRUE,同僚,3,森 千代,時々着用,FALSE,2025-07-10 07:38:42
562,T125401,2025-07-04,08:52:00,コンビニ,自転車,茅野市,富士見町,TRUE,家族,0,,時々着用,FALSE,2025-07-10 07:38:42
563,T125401,2025-07-05,17:22:00,駅,自転車,下諏訪町,富士見町,FALSE,友人,0,加藤 翔太,時々着用,FALSE,2025-07-10 07:38:42
564,T125401,2025-07-06,12:46:00,図書館,電車,諏訪市,富士見町,TRUE,,0,斎藤 零,未着用,FALSE,2025-07-10 07:38:42
565,T125401,2025-07-07,17:24:00,図書館,バス,茅野市,岡谷市,FALSE,,1,,時々着用,FALSE,2025-07-10 07:38:42
566,T125401,2025-07-08,16:10:00,大学,バス,茅野市,下諏訪町,TRUE,,2,,常に着用,FALSE,2025-07-10 07:38:42
567,T125401,2025-07-09,08:21:00,駅,自転車,茅野市,下諏訪町,TRUE,友人,2,,時々着用,FALSE,2025-07-10 07:38:42
568,T125401,2025-07-10,16:59:00,図書館,徒歩,富士見町,諏訪市,FALSE,友人,0,,未着用,FALSE,2025-07-10 07:38:42
569,T123172,2025-07-02,09:25:00,駅,自転車,富士見町,諏訪市,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
570,T123172,2025-07-03,10:22:00,病院,自動車,下諏訪町,茅野市,FALSE,同僚,3,,未着用,FALSE,2025-07-10 07:38:42
571,T123172,2025-07-04,08:21:00,飲食店,徒歩,諏訪市,富士見町,FALSE,,1,石川 篤司,時々着用,FALSE,2025-07-10 07:38:42
572,T123172,2025-07-05,14:01:00,コンビニ,電車,茅野市,下諏訪町,TRUE,友人,2,,未着用,FALSE,2025-07-10 07:38:42
573,T123172,2025-07-06,14:09:00,大学,徒歩,富士見町,茅野市,TRUE,家族,0,,常に着用,FALSE,2025-07-10 07:38:42
574,T123172,2025-07-08,12:53:00,駅,徒歩,岡谷市,下諏訪町,FALSE,,0,,常に着用,FALSE,2025-07-10 07:38:42
575,T123172,2025-07-09,10:30:00,駅,自転車,下諏訪町,下諏訪町,FALSE,,0,,時々着用,FALSE,2025-07-10 07:38:42
576,T123172,2025-07-10,13:30:00,図書館,自転車,下諏訪町,岡谷市,FALSE,,0,,未着用,FALSE,2025-07-10 07:38:42
577,T125474,2025-07-01,12:11:00,病院,バス,富士見町,下諏訪町,FALSE,,3,,未着用,FALSE,2025-07-10 07:38:42
578,T125474,2025-07-02,11:44:00,コンビニ,徒歩,茅野市,岡谷市,TRUE,友人,2,,常に着用,FALSE,2025-07-10 07:38:42
579,T125474,2025-07-03,13:57:00,駅,自転車,岡谷市,下諏訪町,TRUE,,1,中村 篤司,常に着用,FALSE,2025-07-10 07:38:42
580,T125474,2025-07-04,10:26:00,病院,徒歩,下諏訪町,岡谷市,TRUE,,3,,常に着用,FALSE,2025-07-10 07:38:42
581,T125474,2025-07-05,10:24:00,大学,自転車,諏訪市,諏訪市,FALSE,同僚,1,,未着用,FALSE,2025-07-10 07:38:42
582,T125474,2025-07-07,13:45:00,病院,徒歩,岡谷市,諏訪市,TRUE,友人,0,長谷川 結衣,常に着用,FALSE,2025-07-10 07:38:42
583,T125474,2025-07-08,15:13:00,コンビニ,バス,富士見町,岡谷市,FALSE,,0,木村 直人,常に着用,FALSE,2025-07-10 07:38:42
584,T125474,2025-07-09,10:08:00,コンビニ,自転車,下諏訪町,富士見町,TRUE,同僚,0,,未着用,FALSE,2025-07-10 07:38:42
585,T125592,2025-07-02,13:20:00,コンビニ,バス,下諏訪町,茅野市,TRUE,,1,太田 千代,時々着用,FALSE,2025-07-10 07:38:42
586,T125592,2025-07-03,13:43:00,大学,自転車,岡谷市,茅野市,TRUE,友人,0,,未着用,FALSE,2025-07-10 07:38:42
587,T125592,2025-07-04,08:33:00,図書館,電車,諏訪市,富士見町,TRUE,,2,山本 拓真,時々着用,FALSE,2025-07-10 07:38:42
588,T125592,2025-07-05,14:05:00,飲食店,電車,下諏訪町,富士見町,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
589,T125592,2025-07-06,13:39:00,病院,自動車,諏訪市,富士見町,TRUE,,1,田中 陽一,常に着用,FALSE,2025-07-10 07:38:42
590,T125592,2025-07-07,09:20:00,コンビニ,徒歩,茅野市,茅野市,TRUE,,0,,未着用,FALSE,2025-07-10 07:38:42
591,T125592,2025-07-08,16:55:00,飲食店,電車,下諏訪町,茅野市,FALSE,,3,,時々着用,FALSE,2025-07-10 07:38:42
592,T125592,2025-07-09,09:16:00,図書館,自動車,下諏訪町,諏訪市,TRUE,家族,0,,常に着用,FALSE,2025-07-10 07:38:42
593,T125592,2025-07-10,15:45:00,駅,自転車,岡谷市,茅野市,TRUE,家族,1,山本 太郎,時々着用,FALSE,2025-07-10 07:38:42
594,T123851,2025-07-01,16:04:00,駅,バス,茅野市,諏訪市,FALSE,家族,3,,常に着用,FALSE,2025-07-10 07:38:42
595,T123851,2025-07-02,16:44:00,飲食店,自動車,岡谷市,岡谷市,TRUE,,3,佐藤 零,未着用,FALSE,2025-07-10 07:38:42
